,Year,Commodity Group,C03409V04104,Country,UNIT,VALUE
113258,2011,Live animals except fish etc. (00),IN,India,Euro Thousand,1819.0
113259,2011,Live animals except fish etc. (00),IT,Italy,Euro Thousand,49079.0
113260,2011,Live animals except fish etc. (00),JP,Japan,Euro Thousand,1.0
113261,2011,Live animals except fish etc. (00),KR,South Korea,Euro Thousand,0.0
113262,2011,Live animals except fish etc. (00),LT,Lithuania,Euro Thousand,15.0
113263,2011,Live animals except fish etc. (00),LU,Luxembourg,Euro Thousand,0.0
113264,2011,Live animals except fish etc. (00),LV,Latvia,Euro Thousand,0.0
113265,2011,Live animals except fish etc. (00),MT,Malta,Euro Thousand,0.0
113266,2011,Live animals except fish etc. (00),MX,Mexico,Euro Thousand,0.0
113267,2011,Live animals except fish etc. (00),MY,Malaysia,Euro Thousand,0.0
113268,2011,Live animals except fish etc. (00),NL,Netherlands,Euro Thousand,9800.0
113269,2011,Live animals except fish etc. (00),NO,Norway,Euro Thousand,255.0
113270,2011,Live animals except fish etc. (00),PL,Poland,Euro Thousand,158.0
113271,2011,Live animals except fish etc. (00),PT,Portugal,Euro Thousand,0.0
113272,2011,Live animals except fish etc. (00),RO,Romania,Euro Thousand,0.0
113273,2011,Live animals except fish etc. (00),RU,Russia,Euro Thousand,5523.0
113274,2011,Live animals except fish etc. (00),SA,Saudi Arabia,Euro Thousand,0.0
113275,2011,Live animals except fish etc. (00),SE,Sweden,Euro Thousand,498.0
113276,2011,Live animals except fish etc. (00),SG,Singapore,Euro Thousand,0.0
113277,2011,Live animals except fish etc. (00),SI,Slovenia,Euro Thousand,0.0
113278,2011,Live animals except fish etc. (00),SK,Slovakia,Euro Thousand,30.0
113279,2011,Live animals except fish etc. (00),TH,Thailand,Euro Thousand,0.0
113280,2011,Live animals except fish etc. (00),TR,Turkey,Euro Thousand,911.0
113281,2011,Live animals except fish etc. (00),TW,Taiwan,Euro Thousand,1.0
113282,2011,Live animals except fish etc. (00),US,USA,Euro Thousand,10659.0
113283,2011,Live animals except fish etc. (00),XB,Great Britain,Euro Thousand,177517.0
113284,2011,Live animals except fish etc. (00),XI,Northern Ireland,Euro Thousand,46489.0
113285,2011,Live animals except fish etc. (00),ZA,South Africa,Euro Thousand,2.0
113286,2011,Live animals except fish etc. (00),ZZEU99,EU country not specified,Euro Thousand,0.0
113287,2011,Live animals except fish etc. (00),ZZWORX27,Other countries,Euro Thousand,6675.0
113288,2011,Meat and meat preparations (01),AT,Austria,Euro Thousand,1276.0
113289,2011,Meat and meat preparations (01),AU,Australia,Euro Thousand,0.0
113290,2011,Meat and meat preparations (01),BE,Belgium,Euro Thousand,50733.0
113291,2011,Meat and meat preparations (01),BG,Bulgaria,Euro Thousand,125.0
113292,2011,Meat and meat preparations (01),BR,Brazil,Euro Thousand,0.0
113293,2011,Meat and meat preparations (01),CA,Canada,Euro Thousand,1923.0
113294,2011,Meat and meat preparations (01),CH,Switzerland,Euro Thousand,24579.0
113295,2011,Meat and meat preparations (01),CN,China,Euro Thousand,44915.0
113296,2011,Meat and meat preparations (01),CY,Cyprus,Euro Thousand,489.0
113297,2011,Meat and meat preparations (01),CZ,Czech Republic,Euro Thousand,15579.0
113298,2011,Meat and meat preparations (01),DE,Germany,Euro Thousand,117962.0
113299,2011,Meat and meat preparations (01),DK,Denmark,Euro Thousand,66587.0
113300,2011,Meat and meat preparations (01),EE,Estonia,Euro Thousand,707.0
113301,2011,Meat and meat preparations (01),ES,Spain,Euro Thousand,75159.0
113302,2011,Meat and meat preparations (01),FI,Finland,Euro Thousand,5053.0
113303,2011,Meat and meat preparations (01),FR,France,Euro Thousand,307201.0
113304,2011,Meat and meat preparations (01),GR,Greece,Euro Thousand,920.0
113305,2011,Meat and meat preparations (01),HR,Croatia,Euro Thousand,0.0
113306,2011,Meat and meat preparations (01),HU,Hungary,Euro Thousand,4318.0
113307,2011,Meat and meat preparations (01),IN,India,Euro Thousand,420.0
113308,2011,Meat and meat preparations (01),IT,Italy,Euro Thousand,249063.0
113309,2011,Meat and meat preparations (01),JP,Japan,Euro Thousand,21136.0
113310,2011,Meat and meat preparations (01),KR,South Korea,Euro Thousand,6196.0
113311,2011,Meat and meat preparations (01),LT,Lithuania,Euro Thousand,545.0
113312,2011,Meat and meat preparations (01),LU,Luxembourg,Euro Thousand,2245.0
113313,2011,Meat and meat preparations (01),LV,Latvia,Euro Thousand,50.0
113314,2011,Meat and meat preparations (01),MT,Malta,Euro Thousand,3625.0
113315,2011,Meat and meat preparations (01),MX,Mexico,Euro Thousand,0.0
113316,2011,Meat and meat preparations (01),MY,Malaysia,Euro Thousand,8.0
113317,2011,Meat and meat preparations (01),NL,Netherlands,Euro Thousand,164827.0
113318,2011,Meat and meat preparations (01),NO,Norway,Euro Thousand,99.0
113319,2011,Meat and meat preparations (01),PL,Poland,Euro Thousand,17900.0
113320,2011,Meat and meat preparations (01),PT,Portugal,Euro Thousand,20291.0
113321,2011,Meat and meat preparations (01),RO,Romania,Euro Thousand,47.0
113322,2011,Meat and meat preparations (01),RU,Russia,Euro Thousand,57779.0
113323,2011,Meat and meat preparations (01),SA,Saudi Arabia,Euro Thousand,61.0
113324,2011,Meat and meat preparations (01),SE,Sweden,Euro Thousand,130716.0
113325,2011,Meat and meat preparations (01),SG,Singapore,Euro Thousand,2355.0
113326,2011,Meat and meat preparations (01),SI,Slovenia,Euro Thousand,0.0
113327,2011,Meat and meat preparations (01),SK,Slovakia,Euro Thousand,1789.0
113328,2011,Meat and meat preparations (01),TH,Thailand,Euro Thousand,0.0
113329,2011,Meat and meat preparations (01),TR,Turkey,Euro Thousand,66.0
113330,2011,Meat and meat preparations (01),TW,Taiwan,Euro Thousand,0.0
113331,2011,Meat and meat preparations (01),US,USA,Euro Thousand,5820.0
113332,2011,Meat and meat preparations (01),XB,Great Britain,Euro Thousand,1201999.0
113333,2011,Meat and meat preparations (01),XI,Northern Ireland,Euro Thousand,122320.0
113334,2011,Meat and meat preparations (01),ZA,South Africa,Euro Thousand,11146.0
113335,2011,Meat and meat preparations (01),ZZEU99,EU country not specified,Euro Thousand,13.0
113336,2011,Meat and meat preparations (01),ZZWORX27,Other countries,Euro Thousand,24312.0
113337,2011,Dairy products and birds eggs (02),AT,Austria,Euro Thousand,4514.0
113338,2011,Dairy products and birds eggs (02),AU,Australia,Euro Thousand,67.0
113339,2011,Dairy products and birds eggs (02),BE,Belgium,Euro Thousand,116176.0
113340,2011,Dairy products and birds eggs (02),BG,Bulgaria,Euro Thousand,14.0
113341,2011,Dairy products and birds eggs (02),BR,Brazil,Euro Thousand,0.0
113342,2011,Dairy products and birds eggs (02),CA,Canada,Euro Thousand,6.0
113343,2011,Dairy products and birds eggs (02),CH,Switzerland,Euro Thousand,83.0
113344,2011,Dairy products and birds eggs (02),CN,China,Euro Thousand,30192.0
113345,2011,Dairy products and birds eggs (02),CY,Cyprus,Euro Thousand,1893.0
113346,2011,Dairy products and birds eggs (02),CZ,Czech Republic,Euro Thousand,529.0
113347,2011,Dairy products and birds eggs (02),DE,Germany,Euro Thousand,190969.0
113348,2011,Dairy products and birds eggs (02),DK,Denmark,Euro Thousand,8424.0
113349,2011,Dairy products and birds eggs (02),EE,Estonia,Euro Thousand,8.0
113350,2011,Dairy products and birds eggs (02),ES,Spain,Euro Thousand,20363.0
113351,2011,Dairy products and birds eggs (02),FI,Finland,Euro Thousand,51.0
113352,2011,Dairy products and birds eggs (02),FR,France,Euro Thousand,131135.0
113353,2011,Dairy products and birds eggs (02),GR,Greece,Euro Thousand,19071.0
113354,2011,Dairy products and birds eggs (02),HR,Croatia,Euro Thousand,242.0
113355,2011,Dairy products and birds eggs (02),HU,Hungary,Euro Thousand,1140.0
113356,2011,Dairy products and birds eggs (02),IN,India,Euro Thousand,7002.0
113357,2011,Dairy products and birds eggs (02),IT,Italy,Euro Thousand,17438.0
113358,2011,Dairy products and birds eggs (02),JP,Japan,Euro Thousand,4909.0
113359,2011,Dairy products and birds eggs (02),KR,South Korea,Euro Thousand,2383.0
113360,2011,Dairy products and birds eggs (02),LT,Lithuania,Euro Thousand,1.0
113361,2011,Dairy products and birds eggs (02),LU,Luxembourg,Euro Thousand,0.0
113362,2011,Dairy products and birds eggs (02),LV,Latvia,Euro Thousand,0.0
113363,2011,Dairy products and birds eggs (02),MT,Malta,Euro Thousand,3781.0
113364,2011,Dairy products and birds eggs (02),MX,Mexico,Euro Thousand,2380.0
113365,2011,Dairy products and birds eggs (02),MY,Malaysia,Euro Thousand,7358.0
113366,2011,Dairy products and birds eggs (02),NL,Netherlands,Euro Thousand,149364.0
113367,2011,Dairy products and birds eggs (02),NO,Norway,Euro Thousand,2333.0
113368,2011,Dairy products and birds eggs (02),PL,Poland,Euro Thousand,7022.0
113369,2011,Dairy products and birds eggs (02),PT,Portugal,Euro Thousand,274.0
113370,2011,Dairy products and birds eggs (02),RO,Romania,Euro Thousand,1722.0
113371,2011,Dairy products and birds eggs (02),RU,Russia,Euro Thousand,1525.0
113372,2011,Dairy products and birds eggs (02),SA,Saudi Arabia,Euro Thousand,12085.0
113373,2011,Dairy products and birds eggs (02),SE,Sweden,Euro Thousand,3874.0
113374,2011,Dairy products and birds eggs (02),SG,Singapore,Euro Thousand,2043.0
113375,2011,Dairy products and birds eggs (02),SI,Slovenia,Euro Thousand,0.0
113376,2011,Dairy products and birds eggs (02),SK,Slovakia,Euro Thousand,2589.0
113377,2011,Dairy products and birds eggs (02),TH,Thailand,Euro Thousand,3658.0
113378,2011,Dairy products and birds eggs (02),TR,Turkey,Euro Thousand,3289.0
113379,2011,Dairy products and birds eggs (02),TW,Taiwan,Euro Thousand,17.0
113380,2011,Dairy products and birds eggs (02),US,USA,Euro Thousand,36231.0
113381,2011,Dairy products and birds eggs (02),XB,Great Britain,Euro Thousand,664529.0
113382,2011,Dairy products and birds eggs (02),XI,Northern Ireland,Euro Thousand,94971.0
113383,2011,Dairy products and birds eggs (02),ZA,South Africa,Euro Thousand,10699.0
113384,2011,Dairy products and birds eggs (02),ZZEU99,EU country not specified,Euro Thousand,0.0
113385,2011,Dairy products and birds eggs (02),ZZWORX27,Other countries,Euro Thousand,210749.0
113386,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",AT,Austria,Euro Thousand,539.0
113387,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",AU,Australia,Euro Thousand,0.0
113388,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",BE,Belgium,Euro Thousand,8392.0
113389,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",BG,Bulgaria,Euro Thousand,0.0
113390,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",BR,Brazil,Euro Thousand,0.0
113391,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",CA,Canada,Euro Thousand,180.0
113392,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",CH,Switzerland,Euro Thousand,2007.0
113393,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",CN,China,Euro Thousand,4489.0
113394,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",CY,Cyprus,Euro Thousand,84.0
113395,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",CZ,Czech Republic,Euro Thousand,2375.0
113396,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",DE,Germany,Euro Thousand,28762.0
113397,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",DK,Denmark,Euro Thousand,3327.0
113398,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",EE,Estonia,Euro Thousand,0.0
113399,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",ES,Spain,Euro Thousand,60077.0
113400,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",FI,Finland,Euro Thousand,142.0
113401,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",FR,France,Euro Thousand,118989.0
113402,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",GR,Greece,Euro Thousand,1173.0
113403,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",HR,Croatia,Euro Thousand,92.0
113404,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",HU,Hungary,Euro Thousand,924.0
113405,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",IN,India,Euro Thousand,105.0
113406,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",IT,Italy,Euro Thousand,21930.0
113407,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",JP,Japan,Euro Thousand,7761.0
113408,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",KR,South Korea,Euro Thousand,7675.0
113409,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",LT,Lithuania,Euro Thousand,9.0
113410,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",LU,Luxembourg,Euro Thousand,37.0
113411,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",LV,Latvia,Euro Thousand,17.0
113412,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",MT,Malta,Euro Thousand,151.0
113413,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",MX,Mexico,Euro Thousand,0.0
113414,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",MY,Malaysia,Euro Thousand,59.0
113415,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",NL,Netherlands,Euro Thousand,15489.0
113416,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",NO,Norway,Euro Thousand,24.0
113417,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",PL,Poland,Euro Thousand,11318.0
113418,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",PT,Portugal,Euro Thousand,4069.0
113419,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",RO,Romania,Euro Thousand,2562.0
113420,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",RU,Russia,Euro Thousand,20126.0
113421,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",SA,Saudi Arabia,Euro Thousand,0.0
113422,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",SE,Sweden,Euro Thousand,5341.0
113423,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",SG,Singapore,Euro Thousand,197.0
113424,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",SI,Slovenia,Euro Thousand,10.0
113425,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",SK,Slovakia,Euro Thousand,817.0
113426,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",TH,Thailand,Euro Thousand,43.0
113427,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",TR,Turkey,Euro Thousand,0.0
113428,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",TW,Taiwan,Euro Thousand,49.0
113429,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",US,USA,Euro Thousand,129.0
113430,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",XB,Great Britain,Euro Thousand,37337.0
113431,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",XI,Northern Ireland,Euro Thousand,5304.0
113432,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",ZA,South Africa,Euro Thousand,41.0
113433,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",ZZEU99,EU country not specified,Euro Thousand,1.0
113434,2011,"Fish, crustaceans, molluscs and preparations thereof (03)",ZZWORX27,Other countries,Euro Thousand,43947.0
113435,2011,Cereals and cereal preparations (04),AT,Austria,Euro Thousand,0.0
113436,2011,Cereals and cereal preparations (04),AU,Australia,Euro Thousand,111.0
113437,2011,Cereals and cereal preparations (04),BE,Belgium,Euro Thousand,5352.0
113438,2011,Cereals and cereal preparations (04),BG,Bulgaria,Euro Thousand,0.0
113439,2011,Cereals and cereal preparations (04),BR,Brazil,Euro Thousand,0.0
113440,2011,Cereals and cereal preparations (04),CA,Canada,Euro Thousand,0.0
113441,2011,Cereals and cereal preparations (04),CH,Switzerland,Euro Thousand,914.0
113442,2011,Cereals and cereal preparations (04),CN,China,Euro Thousand,0.0
113443,2011,Cereals and cereal preparations (04),CY,Cyprus,Euro Thousand,108.0
113444,2011,Cereals and cereal preparations (04),CZ,Czech Republic,Euro Thousand,0.0
113445,2011,Cereals and cereal preparations (04),DE,Germany,Euro Thousand,3867.0
113446,2011,Cereals and cereal preparations (04),DK,Denmark,Euro Thousand,1508.0
113447,2011,Cereals and cereal preparations (04),EE,Estonia,Euro Thousand,0.0
113448,2011,Cereals and cereal preparations (04),ES,Spain,Euro Thousand,92.0
113449,2011,Cereals and cereal preparations (04),FI,Finland,Euro Thousand,99.0
113450,2011,Cereals and cereal preparations (04),FR,France,Euro Thousand,1224.0
113451,2011,Cereals and cereal preparations (04),GR,Greece,Euro Thousand,0.0
113452,2011,Cereals and cereal preparations (04),HR,Croatia,Euro Thousand,1430.0
113453,2011,Cereals and cereal preparations (04),HU,Hungary,Euro Thousand,27.0
113454,2011,Cereals and cereal preparations (04),IN,India,Euro Thousand,0.0
113455,2011,Cereals and cereal preparations (04),IT,Italy,Euro Thousand,85.0
113456,2011,Cereals and cereal preparations (04),JP,Japan,Euro Thousand,12.0
113457,2011,Cereals and cereal preparations (04),KR,South Korea,Euro Thousand,2.0
113458,2011,Cereals and cereal preparations (04),LT,Lithuania,Euro Thousand,0.0
113459,2011,Cereals and cereal preparations (04),LU,Luxembourg,Euro Thousand,0.0
113460,2011,Cereals and cereal preparations (04),LV,Latvia,Euro Thousand,2369.0
113461,2011,Cereals and cereal preparations (04),MT,Malta,Euro Thousand,102.0
113462,2011,Cereals and cereal preparations (04),MX,Mexico,Euro Thousand,0.0
113463,2011,Cereals and cereal preparations (04),MY,Malaysia,Euro Thousand,123.0
113464,2011,Cereals and cereal preparations (04),NL,Netherlands,Euro Thousand,3766.0
113465,2011,Cereals and cereal preparations (04),NO,Norway,Euro Thousand,335.0
113466,2011,Cereals and cereal preparations (04),PL,Poland,Euro Thousand,12.0
113467,2011,Cereals and cereal preparations (04),PT,Portugal,Euro Thousand,804.0
113468,2011,Cereals and cereal preparations (04),RO,Romania,Euro Thousand,0.0
113469,2011,Cereals and cereal preparations (04),RU,Russia,Euro Thousand,1576.0
113470,2011,Cereals and cereal preparations (04),SA,Saudi Arabia,Euro Thousand,89.0
113471,2011,Cereals and cereal preparations (04),SE,Sweden,Euro Thousand,1103.0
113472,2011,Cereals and cereal preparations (04),SG,Singapore,Euro Thousand,0.0
113473,2011,Cereals and cereal preparations (04),SI,Slovenia,Euro Thousand,0.0
113474,2011,Cereals and cereal preparations (04),SK,Slovakia,Euro Thousand,51.0
113475,2011,Cereals and cereal preparations (04),TH,Thailand,Euro Thousand,0.0
113476,2011,Cereals and cereal preparations (04),TR,Turkey,Euro Thousand,0.0
113477,2011,Cereals and cereal preparations (04),TW,Taiwan,Euro Thousand,0.0
113478,2011,Cereals and cereal preparations (04),US,USA,Euro Thousand,4677.0
113479,2011,Cereals and cereal preparations (04),XB,Great Britain,Euro Thousand,160708.0
113480,2011,Cereals and cereal preparations (04),XI,Northern Ireland,Euro Thousand,70741.0
113481,2011,Cereals and cereal preparations (04),ZA,South Africa,Euro Thousand,0.0
113482,2011,Cereals and cereal preparations (04),ZZEU99,EU country not specified,Euro Thousand,0.0
113483,2011,Cereals and cereal preparations (04),ZZWORX27,Other countries,Euro Thousand,4436.0
113484,2011,Vegetables and fruit (05),AT,Austria,Euro Thousand,410.0
113485,2011,Vegetables and fruit (05),AU,Australia,Euro Thousand,83.0
113486,2011,Vegetables and fruit (05),BE,Belgium,Euro Thousand,5834.0
113487,2011,Vegetables and fruit (05),BG,Bulgaria,Euro Thousand,1449.0
113488,2011,Vegetables and fruit (05),BR,Brazil,Euro Thousand,0.0
113489,2011,Vegetables and fruit (05),CA,Canada,Euro Thousand,0.0
113490,2011,Vegetables and fruit (05),CH,Switzerland,Euro Thousand,527.0
113491,2011,Vegetables and fruit (05),CN,China,Euro Thousand,34.0
113492,2011,Vegetables and fruit (05),CY,Cyprus,Euro Thousand,1.0
113493,2011,Vegetables and fruit (05),CZ,Czech Republic,Euro Thousand,115.0
113494,2011,Vegetables and fruit (05),DE,Germany,Euro Thousand,2111.0
113495,2011,Vegetables and fruit (05),DK,Denmark,Euro Thousand,68.0
113496,2011,Vegetables and fruit (05),EE,Estonia,Euro Thousand,722.0
113497,2011,Vegetables and fruit (05),ES,Spain,Euro Thousand,373.0
113498,2011,Vegetables and fruit (05),FI,Finland,Euro Thousand,158.0
113499,2011,Vegetables and fruit (05),FR,France,Euro Thousand,1177.0
113500,2011,Vegetables and fruit (05),GR,Greece,Euro Thousand,242.0
113501,2011,Vegetables and fruit (05),HR,Croatia,Euro Thousand,194.0
113502,2011,Vegetables and fruit (05),HU,Hungary,Euro Thousand,70.0
113503,2011,Vegetables and fruit (05),IN,India,Euro Thousand,0.0
113504,2011,Vegetables and fruit (05),IT,Italy,Euro Thousand,717.0
113505,2011,Vegetables and fruit (05),JP,Japan,Euro Thousand,2.0
113506,2011,Vegetables and fruit (05),KR,South Korea,Euro Thousand,1.0
113507,2011,Vegetables and fruit (05),LT,Lithuania,Euro Thousand,29.0
113508,2011,Vegetables and fruit (05),LU,Luxembourg,Euro Thousand,0.0
113509,2011,Vegetables and fruit (05),LV,Latvia,Euro Thousand,0.0
113510,2011,Vegetables and fruit (05),MT,Malta,Euro Thousand,174.0
113511,2011,Vegetables and fruit (05),MX,Mexico,Euro Thousand,0.0
113512,2011,Vegetables and fruit (05),MY,Malaysia,Euro Thousand,0.0
113513,2011,Vegetables and fruit (05),NL,Netherlands,Euro Thousand,1436.0
113514,2011,Vegetables and fruit (05),NO,Norway,Euro Thousand,0.0
113515,2011,Vegetables and fruit (05),PL,Poland,Euro Thousand,101.0
113516,2011,Vegetables and fruit (05),PT,Portugal,Euro Thousand,174.0
113517,2011,Vegetables and fruit (05),RO,Romania,Euro Thousand,470.0
113518,2011,Vegetables and fruit (05),RU,Russia,Euro Thousand,4656.0
113519,2011,Vegetables and fruit (05),SA,Saudi Arabia,Euro Thousand,1893.0
113520,2011,Vegetables and fruit (05),SE,Sweden,Euro Thousand,442.0
113521,2011,Vegetables and fruit (05),SG,Singapore,Euro Thousand,0.0
113522,2011,Vegetables and fruit (05),SI,Slovenia,Euro Thousand,0.0
113523,2011,Vegetables and fruit (05),SK,Slovakia,Euro Thousand,2.0
113524,2011,Vegetables and fruit (05),TH,Thailand,Euro Thousand,0.0
113525,2011,Vegetables and fruit (05),TR,Turkey,Euro Thousand,231.0
113526,2011,Vegetables and fruit (05),TW,Taiwan,Euro Thousand,0.0
113527,2011,Vegetables and fruit (05),US,USA,Euro Thousand,199.0
113528,2011,Vegetables and fruit (05),XB,Great Britain,Euro Thousand,156960.0
113529,2011,Vegetables and fruit (05),XI,Northern Ireland,Euro Thousand,39527.0
113530,2011,Vegetables and fruit (05),ZA,South Africa,Euro Thousand,0.0
113531,2011,Vegetables and fruit (05),ZZEU99,EU country not specified,Euro Thousand,0.0
113532,2011,Vegetables and fruit (05),ZZWORX27,Other countries,Euro Thousand,4579.0
113533,2011,"Sugar, sugar preparations and honey (06)",AT,Austria,Euro Thousand,309.0
113534,2011,"Sugar, sugar preparations and honey (06)",AU,Australia,Euro Thousand,1030.0
113535,2011,"Sugar, sugar preparations and honey (06)",BE,Belgium,Euro Thousand,3851.0
113536,2011,"Sugar, sugar preparations and honey (06)",BG,Bulgaria,Euro Thousand,301.0
113537,2011,"Sugar, sugar preparations and honey (06)",BR,Brazil,Euro Thousand,0.0
113538,2011,"Sugar, sugar preparations and honey (06)",CA,Canada,Euro Thousand,842.0
113539,2011,"Sugar, sugar preparations and honey (06)",CH,Switzerland,Euro Thousand,74.0
113540,2011,"Sugar, sugar preparations and honey (06)",CN,China,Euro Thousand,395.0
113541,2011,"Sugar, sugar preparations and honey (06)",CY,Cyprus,Euro Thousand,1.0
113542,2011,"Sugar, sugar preparations and honey (06)",CZ,Czech Republic,Euro Thousand,206.0
113543,2011,"Sugar, sugar preparations and honey (06)",DE,Germany,Euro Thousand,16141.0
113544,2011,"Sugar, sugar preparations and honey (06)",DK,Denmark,Euro Thousand,891.0
113545,2011,"Sugar, sugar preparations and honey (06)",EE,Estonia,Euro Thousand,0.0
113546,2011,"Sugar, sugar preparations and honey (06)",ES,Spain,Euro Thousand,710.0
113547,2011,"Sugar, sugar preparations and honey (06)",FI,Finland,Euro Thousand,1.0
113548,2011,"Sugar, sugar preparations and honey (06)",FR,France,Euro Thousand,8964.0
113549,2011,"Sugar, sugar preparations and honey (06)",GR,Greece,Euro Thousand,3.0
113550,2011,"Sugar, sugar preparations and honey (06)",HR,Croatia,Euro Thousand,4.0
113551,2011,"Sugar, sugar preparations and honey (06)",HU,Hungary,Euro Thousand,7.0
113552,2011,"Sugar, sugar preparations and honey (06)",IN,India,Euro Thousand,14.0
113553,2011,"Sugar, sugar preparations and honey (06)",IT,Italy,Euro Thousand,7003.0
113554,2011,"Sugar, sugar preparations and honey (06)",JP,Japan,Euro Thousand,0.0
113555,2011,"Sugar, sugar preparations and honey (06)",KR,South Korea,Euro Thousand,7.0
113556,2011,"Sugar, sugar preparations and honey (06)",LT,Lithuania,Euro Thousand,129.0
113557,2011,"Sugar, sugar preparations and honey (06)",LU,Luxembourg,Euro Thousand,0.0
113558,2011,"Sugar, sugar preparations and honey (06)",LV,Latvia,Euro Thousand,1.0
113559,2011,"Sugar, sugar preparations and honey (06)",MT,Malta,Euro Thousand,27.0
113560,2011,"Sugar, sugar preparations and honey (06)",MX,Mexico,Euro Thousand,0.0
113561,2011,"Sugar, sugar preparations and honey (06)",MY,Malaysia,Euro Thousand,1.0
113562,2011,"Sugar, sugar preparations and honey (06)",NL,Netherlands,Euro Thousand,2993.0
113563,2011,"Sugar, sugar preparations and honey (06)",NO,Norway,Euro Thousand,456.0
113564,2011,"Sugar, sugar preparations and honey (06)",PL,Poland,Euro Thousand,2682.0
113565,2011,"Sugar, sugar preparations and honey (06)",PT,Portugal,Euro Thousand,2.0
113566,2011,"Sugar, sugar preparations and honey (06)",RO,Romania,Euro Thousand,93.0
113567,2011,"Sugar, sugar preparations and honey (06)",RU,Russia,Euro Thousand,71.0
113568,2011,"Sugar, sugar preparations and honey (06)",SA,Saudi Arabia,Euro Thousand,108.0
113569,2011,"Sugar, sugar preparations and honey (06)",SE,Sweden,Euro Thousand,99.0
113570,2011,"Sugar, sugar preparations and honey (06)",SG,Singapore,Euro Thousand,53.0
113571,2011,"Sugar, sugar preparations and honey (06)",SI,Slovenia,Euro Thousand,0.0
113572,2011,"Sugar, sugar preparations and honey (06)",SK,Slovakia,Euro Thousand,6.0
113573,2011,"Sugar, sugar preparations and honey (06)",TH,Thailand,Euro Thousand,0.0
113574,2011,"Sugar, sugar preparations and honey (06)",TR,Turkey,Euro Thousand,113.0
113575,2011,"Sugar, sugar preparations and honey (06)",TW,Taiwan,Euro Thousand,0.0
113576,2011,"Sugar, sugar preparations and honey (06)",US,USA,Euro Thousand,1571.0
113577,2011,"Sugar, sugar preparations and honey (06)",XB,Great Britain,Euro Thousand,32172.0
113578,2011,"Sugar, sugar preparations and honey (06)",XI,Northern Ireland,Euro Thousand,4302.0
113579,2011,"Sugar, sugar preparations and honey (06)",ZA,South Africa,Euro Thousand,74.0
113580,2011,"Sugar, sugar preparations and honey (06)",ZZEU99,EU country not specified,Euro Thousand,0.0
113581,2011,"Sugar, sugar preparations and honey (06)",ZZWORX27,Other countries,Euro Thousand,3910.0
113582,2011,"Coffee, tea, cocoa, spices and manufactures thereof (07)",AT,Austria,Euro Thousand,16.0
113583,2011,"Coffee, tea, cocoa, spices and manufactures thereof (07)",AU,Australia,Euro Thousand,1783.0
113584,2011,"Coffee, tea, cocoa, spices and manufactures thereof (07)",BE,Belgium,Euro Thousand,1627.0
